"year","count","population","raw_ir","baseline_count","baseline_population","baseline_.epred_lower_hdi","baseline_.epred_upper_hdi","baseline_.epred_est","baseline_ir_lower_hdi","baseline_ir_upper_hdi","baseline_ir","est_ir_lower_hdi","est_ir_upper_hdi","est_ir","relative_risk_lower_hdi","relative_risk_upper_hdi","relative_risk_est","percent_change_lower_hdi","percent_change_upper_hdi","percent_change_est","comparison_period"
2006,828,45324523,1.83,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,1.45,1.68,1.56,0.29,0.36,0.33,-70.98,-63.83,-67.36,"2016-2018"
2007,839,45842135,1.83,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,1.52,1.76,1.64,0.3,0.38,0.34,-69.7,-62.29,-65.82,"2016-2018"
2008,775,46326017,1.67,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,1.61,1.87,1.74,0.32,0.4,0.36,-67.68,-59.83,-63.71,"2016-2018"
2009,755,46759709,1.61,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,1.74,2.02,1.87,0.35,0.43,0.39,-64.93,-56.68,-60.98,"2016-2018"
2010,910,47144778,1.93,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,1.89,2.18,2.04,0.38,0.47,0.43,-61.81,-52.92,-57.49,"2016-2018"
2011,999,47523111,2.1,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,2.09,2.41,2.25,0.42,0.52,0.47,-57.64,-47.94,-52.97,"2016-2018"
2012,1336,47896024,2.79,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,2.36,2.71,2.53,0.48,0.58,0.53,-52.13,-41.76,-47.06,"2016-2018"
2013,1373,48216768,2.85,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,2.7,3.1,2.9,0.55,0.66,0.61,-44.87,-34.01,-39.46,"2016-2018"
2014,1422,48574193,2.93,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,3.12,3.57,3.35,0.65,0.75,0.7,-35.37,-24.92,-30.09,"2016-2018"
2015,1784,48948539,3.64,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,3.6,4.13,3.86,0.76,0.85,0.81,-23.86,-15.19,-19.44,"2016-2018"
2016,2449,49329732,4.96,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,4.07,4.69,4.37,0.89,0.94,0.91,-11.39,-6.39,-8.87,"2016-2018"
2017,2589,49669350,5.21,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,4.45,5.15,4.79,1,1,1,0,0,0,"2016-2018"
2018,2915,49976013,5.83,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,4.73,5.45,5.08,1.03,1.09,1.06,3.18,9.21,6.16,"2016-2018"
2019,3144,50230232,6.26,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,4.89,5.62,5.26,1.04,1.16,1.1,3.53,16.24,9.99,"2016-2018"
2020,1829,50800839,3.6,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,5.02,5.79,5.39,1.03,1.22,1.13,3.14,21.95,12.69,"2016-2018"
2021,2588,50850418,5.09,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,5.13,5.96,5.54,1.04,1.27,1.16,4.04,27.27,15.67,"2016-2018"
2022,2892,51000988,5.67,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,5.27,6.26,5.75,1.07,1.34,1.2,6.78,34.37,19.97,"2016-2018"
2023,3150,51000988,6.18,2589,49669350,2208.45,2556.06,2379.26,4.45,5.15,4.79,5.37,6.76,6.06,1.09,1.44,1.26,8.85,44.47,26.44,"2016-2018"
