"year","count","population","raw_ir","baseline_count","baseline_population","baseline_.epred_lower_hdi","baseline_.epred_upper_hdi","baseline_.epred_est","baseline_ir_lower_hdi","baseline_ir_upper_hdi","baseline_ir","est_ir_lower_hdi","est_ir_upper_hdi","est_ir","relative_risk_lower_hdi","relative_risk_upper_hdi","relative_risk_est","percent_change_lower_hdi","percent_change_upper_hdi","percent_change_est","comparison_period"
2006,2765,45324523,6.1,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.91,6.4,5.59,0.98,1.45,1.2,-2.22,44.61,19.9,"2020-2021"
2007,2869,45842135,6.26,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.71,6.19,5.38,0.94,1.4,1.15,-5.63,39.7,15.35,"2020-2021"
2008,3043,46326017,6.57,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.55,6,5.21,0.92,1.36,1.12,-8.48,35.51,11.64,"2020-2021"
2009,1854,46759709,3.96,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.42,5.83,5.07,0.89,1.32,1.09,-10.9,31.51,8.59,"2020-2021"
2010,1779,47144778,3.77,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.32,5.69,4.96,0.86,1.27,1.06,-13.64,27.49,6.22,"2020-2021"
2011,1541,47523111,3.24,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.3,5.64,4.89,0.85,1.26,1.05,-14.57,25.91,4.66,"2020-2021"
2012,2187,47896024,4.57,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.27,5.58,4.86,0.86,1.26,1.04,-13.97,25.74,3.93,"2020-2021"
2013,2511,48216768,5.21,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.28,5.57,4.86,0.87,1.26,1.04,-13.11,25.62,4.06,"2020-2021"
2014,2905,48574193,5.98,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.28,5.58,4.89,0.87,1.26,1.05,-12.52,25.76,4.62,"2020-2021"
2015,3175,48948539,6.49,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.31,5.58,4.9,0.88,1.25,1.05,-11.91,24.7,4.93,"2020-2021"
2016,2936,49329732,5.95,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.29,5.52,4.88,0.89,1.22,1.05,-11.15,21.58,4.5,"2020-2021"
2017,2141,49669350,4.31,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.27,5.45,4.81,0.9,1.18,1.03,-9.73,17.69,2.96,"2020-2021"
2018,2456,49976013,4.91,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.21,5.34,4.73,0.92,1.12,1.01,-8.16,12.13,0.97,"2020-2021"
2019,2429,50230232,4.84,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.11,5.25,4.65,0.94,1.06,1,-6.21,6.1,-0.46,"2020-2021"
2020,1561,50800839,3.07,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.05,5.25,4.64,0.97,1.02,0.99,-2.86,1.58,-0.71,"2020-2021"
2021,1778,50850418,3.5,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.07,5.37,4.7,0.98,1.03,1.01,-1.58,2.85,0.71,"2020-2021"
2022,2486,51000988,4.87,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.18,5.69,4.88,0.97,1.13,1.05,-3.37,13.07,4.57,"2020-2021"
2023,2894,51000988,5.67,1669.5,50825628.5,2077.34,2702.86,2373.33,4.09,5.32,4.67,4.26,6.3,5.2,0.95,1.29,1.11,-5.04,29.28,11.23,"2020-2021"
