pathogen,travel,culture,startyear,endyear,yearn,count_median,,,,,,,inc,Est IR,IRR,.value_median,ref_value_median,ref_count_median,population_median,ref_pop_median,pinc_median,pinc_LL,pinc_UL,ref.est.ir_median,ref.est.ir_LL,ref.est.ir_UL,ref.ir_median,rr_median,rr_LL,rr_UL,pct.change_median,pct.change_LL,pct.change_UL
BRAENDERUP,Excluded,CxCIDT,2016,2018,2022,93,,,,,,,0.18,"0.21 (0.17, 0.25)","1.08 (0.89, 1.32)",104.8349992,94.21965745,106.6666667,51000988,49658365,0.20555484,0.173095681,0.247239634,0.189735722,0.168409563,0.2144249,0.214801004,1.08,0.89,1.32,8.47,-10.54875,31.84
BRAENDERUP,Excluded,CxCIDT,2020,2022,2022,93,,,,,,,0.18,"0.21 (0.17, 0.25)","1.02 (0.96, 1.08)",104.8349992,102.5638186,82,51000988,50884081.67,0.20555484,0.173095681,0.247239634,0.201563662,0.174288318,0.235105489,0.161150594,1.02,0.96,1.08,2.05,-3.97875,8.31
BRAENDERUP,Excluded,CxCIDT,2004,2006,2022,93,,,,,,,0.18,"0.21 (0.17, 0.25)","1.54 (1.17, 2.01)",104.8349992,59.71393555,57.66666667,51000988,44811720.67,0.20555484,0.173095681,0.247239634,0.133255172,0.11050037,0.163503229,0.128686571,1.54,1.17,2.01,54.33,17.39125,101.475
BRAENDERUP,Excluded,CxCIDT,2006,2008,2022,93,,,,,,,0.18,"0.21 (0.17, 0.25)","1.43 (1.13, 1.81)",104.8349992,65.90328157,65,51000988,45830891.67,0.20555484,0.173095681,0.247239634,0.143796638,0.125255485,0.166529815,0.141825737,1.43,1.13,1.81,42.89,13.205,81.02875
MUENCHEN,Excluded,CxCIDT,2016,2018,2022,120,,,,,,,0.24,"0.22 (0.19, 0.25)","0.95 (0.81, 1.12)",110.1310472,112.6539709,118,51000988,49658365,0.215939047,0.186844064,0.252617318,0.226857994,0.205482948,0.252427981,0.237623611,0.95,0.81,1.12,-4.54,-18.98875,11.61875
MUENCHEN,Excluded,CxCIDT,2020,2022,2022,120,,,,,,,0.24,"0.22 (0.19, 0.25)","1 (0.94, 1.05)",110.1310472,110.2835763,107.3333333,51000988,50884081.67,0.215939047,0.186844064,0.252617318,0.216734925,0.191709449,0.247695885,0.210936957,1,0.94,1.05,-0.32,-5.55,5.2175
MUENCHEN,Excluded,CxCIDT,2004,2006,2022,120,,,,,,,0.24,"0.22 (0.19, 0.25)","1.08 (0.88, 1.34)",110.1310472,89.41142286,81.33333333,51000988,44811720.67,0.215939047,0.186844064,0.252617318,0.199526868,0.172188294,0.231420241,0.181500135,1.08,0.88,1.34,8.41,-12.06,34.1775
MUENCHEN,Excluded,CxCIDT,2006,2008,2022,120,,,,,,,0.24,"0.22 (0.19, 0.25)","1.02 (0.84, 1.23)",110.1310472,97.3798513,110.3333333,51000988,45830891.67,0.215939047,0.186844064,0.252617318,0.212476449,0.190637364,0.238799755,0.240740098,1.02,0.84,1.23,1.51,-16.0475,23.21875
MISSISSIPPI,Excluded,CxCIDT,2016,2018,2022,123,,,,,,,0.24,"0.23 (0.18, 0.28)","1.91 (1.43, 2.5)",116.2882743,59.27613596,56,51000988,49658365,0.228011807,0.184230519,0.284464693,0.119367877,0.101442527,0.143494371,0.112770527,1.91,1.43,2.5,91.15,43.01375,150.44875
MISSISSIPPI,Excluded,CxCIDT,2020,2022,2022,123,,,,,,,0.24,"0.23 (0.18, 0.28)","1.07 (0.95, 1.21)",116.2882743,108.701548,107.6666667,51000988,50884081.67,0.228011807,0.184230519,0.284464693,0.213625842,0.174736394,0.257998024,0.21159204,1.07,0.95,1.21,6.96,-5.22,20.74875
MISSISSIPPI,Excluded,CxCIDT,2004,2006,2022,123,,,,,,,0.24,"0.23 (0.18, 0.28)","1.57 (1.14, 2.16)",116.2882743,65.11255651,70.33333333,51000988,44811720.67,0.228011807,0.184230519,0.284464693,0.145302514,0.114991136,0.184541816,0.156952985,1.57,1.14,2.16,56.94,14.185,115.805
MISSISSIPPI,Excluded,CxCIDT,2006,2008,2022,123,,,,,,,0.24,"0.23 (0.18, 0.28)","2.27 (1.7, 3.01)",116.2882743,46.02929776,47.66666667,51000988,45830891.67,0.228011807,0.184230519,0.284464693,0.100432909,0.084208379,0.121625592,0.104005541,2.27,1.7,3.01,126.985,69.82625,201.09375
SAINTPAUL,Excluded,CxCIDT,2016,2018,2022,121,,,,,,,0.24,"0.23 (0.19, 0.29)","0.97 (0.78, 1.22)",117.2911181,117.2963133,116.6666667,51000988,49658365,0.229978129,0.1866029,0.288729949,0.236206555,0.205708317,0.27481341,0.234938598,0.97,0.78,1.22,-2.555,-22.4575,21.96875
SAINTPAUL,Excluded,CxCIDT,2020,2022,2022,121,,,,,,,0.24,"0.23 (0.19, 0.29)","0.99 (0.92, 1.07)",117.2911181,117.9037711,103.3333333,51000988,50884081.67,0.229978129,0.1866029,0.288729949,0.231710522,0.194945934,0.279700117,0.203075952,0.99,0.92,1.07,-0.7,-8.00875,6.76
SAINTPAUL,Excluded,CxCIDT,2004,2006,2022,121,,,,,,,0.24,"0.23 (0.19, 0.29)","1.06 (0.78, 1.43)",117.2911181,97.62019491,78.33333333,51000988,44811720.67,0.229978129,0.1866029,0.288729949,0.217845228,0.179441546,0.266489234,0.174805458,1.06,0.78,1.43,5.525,-21.62,43.39625
SAINTPAUL,Excluded,CxCIDT,2006,2008,2022,121,,,,,,,0.24,"0.23 (0.19, 0.29)","0.9 (0.69, 1.19)",117.2911181,116.9598237,148,51000988,45830891.67,0.229978129,0.1866029,0.288729949,0.255198665,0.22017639,0.29831511,0.322926294,0.9,0.69,1.19,-9.89,-30.98,19.0175
LISTERIA,Excluded,CxCIDT,2016,2018,2022,116,,,,,,,0.23,"0.24 (0.22, 0.28)","1.07 (0.93, 1.23)",123.9116027,113.2664358,121.3333333,51000988,49658365,0.24295922,0.21502711,0.275536436,0.228091351,0.208412212,0.250116059,0.244336142,1.07,0.93,1.23,6.645,-7.27875,22.69
LISTERIA,Excluded,CxCIDT,2020,2022,2022,116,,,,,,,0.23,"0.24 (0.22, 0.28)","1.04 (0.99, 1.09)",123.9116027,119.4060767,111.3333333,51000988,50884081.67,0.24295922,0.21502711,0.275536436,0.23466293,0.211054343,0.261368592,0.218797961,1.04,0.99,1.09,3.6,-1.16,8.69
LISTERIA,Excluded,CxCIDT,2004,2006,2022,116,,,,,,,0.23,"0.24 (0.22, 0.28)","1.4 (1.16, 1.7)",123.9116027,77.59919405,77.66666667,51000988,44811720.67,0.24295922,0.21502711,0.275536436,0.173167182,0.150112842,0.199932731,0.173317751,1.4,1.16,1.7,40.43,15.84375,70.13625
LISTERIA,Excluded,CxCIDT,2006,2008,2022,116,,,,,,,0.23,"0.24 (0.22, 0.28)","1.27 (1.07, 1.49)",123.9116027,88.00258571,87.66666667,51000988,45830891.67,0.24295922,0.21502711,0.275536436,0.192015871,0.172978015,0.213966932,0.191282917,1.27,1.07,1.49,26.6,7.15375,49.46625
INFANTIS,Excluded,CxCIDT,2016,2018,2022,148,,,,,,,0.29,"0.32 (0.28, 0.38)","1.03 (0.86, 1.23)",164.1180721,155.2678473,148.6666667,51000988,49658365,0.321793907,0.278463686,0.376068067,0.312672089,0.280000601,0.350320627,0.2993789,1.03,0.86,1.23,3.04,-14.34875,23.3275
INFANTIS,Excluded,CxCIDT,2020,2022,2022,148,,,,,,,0.29,"0.32 (0.28, 0.38)","0.99 (0.93, 1.05)",164.1180721,164.9323203,150.6666667,51000988,50884081.67,0.321793907,0.278463686,0.376068067,0.324133432,0.28867757,0.367203582,0.29609784,0.99,0.93,1.05,-0.63,-7.05875,5.41
INFANTIS,Excluded,CxCIDT,2004,2006,2022,148,,,,,,,0.29,"0.32 (0.28, 0.38)","2.6 (2.08, 3.27)",164.1180721,55.62183446,57,51000988,44811720.67,0.321793907,0.278463686,0.376068067,0.124123407,0.104018352,0.14811984,0.127198865,2.6,2.08,3.27,159.53,107.58875,227.11625
INFANTIS,Excluded,CxCIDT,2006,2008,2022,148,,,,,,,0.29,"0.32 (0.28, 0.38)","2.26 (1.87, 2.78)",164.1180721,65.12899858,61.33333333,51000988,45830891.67,0.321793907,0.278463686,0.376068067,0.142107204,0.123645418,0.163109447,0.133825311,2.26,1.87,2.78,126.385,87.05125,178.18375
"I 4,[5],12:i:-",Excluded,CxCIDT,2016,2018,2022,223,,,,,,,0.44,"0.46 (0.4, 0.53)","0.68 (0.57, 0.8)",232.1973522,334.6010957,358.6666667,51000988,49658365,0.455280106,0.396040957,0.528038565,0.673806106,0.612514054,0.743975447,0.722268376,0.68,0.57,0.8,-32.42,-43.07,-19.81125
"I 4,[5],12:i:-",Excluded,CxCIDT,2020,2022,2022,223,,,,,,,0.44,"0.46 (0.4, 0.53)","0.92 (0.87, 0.98)",232.1973522,251.7370561,225.3333333,51000988,50884081.67,0.455280106,0.396040957,0.528038565,0.494726539,0.442226202,0.558559545,0.442836592,0.92,0.87,0.98,-7.93,-13.4375,-2.5
"I 4,[5],12:i:-",Excluded,CxCIDT,2004,2006,2022,223,,,,,,,0.44,"0.46 (0.4, 0.53)","1.16 (0.95, 1.41)",232.1973522,176.124848,165.6666667,51000988,44811720.67,0.455280106,0.396040957,0.528038565,0.393032995,0.343301675,0.453810892,0.369694946,1.16,0.95,1.41,15.88,-4.9,41.27625
"I 4,[5],12:i:-",Excluded,CxCIDT,2006,2008,2022,223,,,,,,,0.44,"0.46 (0.4, 0.53)","0.98 (0.83, 1.18)",232.1973522,212.0903435,244.3333333,51000988,45830891.67,0.455280106,0.396040957,0.528038565,0.46276722,0.418453254,0.514081157,0.53311931,0.98,0.83,1.18,-1.68,-17.38875,17.59875
STEC O157,Excluded,CxCIDT,2016,2018,2022,252,,,,,,,0.49,"0.52 (0.47, 0.59)","0.68 (0.6, 0.77)",267.3050759,383.1244849,404.3333333,51000988,49658365,0.524117446,0.471162163,0.586814052,0.771520538,0.717978029,0.830966831,0.814230056,0.68,0.6,0.77,-31.99,-40.02,-22.77
STEC O157,Excluded,CxCIDT,2020,2022,2022,252,,,,,,,0.49,"0.52 (0.47, 0.59)","0.93 (0.89, 0.97)",267.3050759,287.7563276,261,51000988,50884081.67,0.524117446,0.471162163,0.586814052,0.565513454,0.517745218,0.620133167,0.51293055,0.93,0.89,0.97,-7.27,-11.2,-3.27125
STEC O157,Excluded,CxCIDT,2004,2006,2022,252,,,,,,,0.49,"0.52 (0.47, 0.59)","0.53 (0.46, 0.61)",267.3050759,443.2643859,437.6666667,51000988,44811720.67,0.524117446,0.471162163,0.586814052,0.989170644,0.89728657,1.097943107,0.976679003,0.53,0.46,0.61,-46.98,-54.17875,-38.71
STEC O157,Excluded,CxCIDT,2006,2008,2022,252,,,,,,,0.49,"0.52 (0.47, 0.59)","0.51 (0.45, 0.59)",267.3050759,467.6663753,504,51000988,45830891.67,0.524117446,0.471162163,0.586814052,1.020417361,0.947282549,1.100876675,1.099694947,0.51,0.45,0.59,-48.63,-54.91,-41.08
JAVIANA,Excluded,CxCIDT,2016,2018,2022,344,,,,,,,0.67,"0.61 (0.52, 0.74)","0.71 (0.57, 0.88)",313.1397247,431.8688481,453.6666667,51000988,49658365,0.613987566,0.520357541,0.744718906,0.869679958,0.773330817,0.989127558,0.913575521,0.71,0.57,0.88,-29.26,-42.73875,-12.29125
JAVIANA,Excluded,CxCIDT,2020,2022,2022,344,,,,,,,0.67,"0.61 (0.52, 0.74)","0.91 (0.83, 0.98)",313.1397247,344.4418492,335.3333333,51000988,50884081.67,0.613987566,0.520357541,0.744718906,0.67691474,0.592386916,0.785922436,0.659014219,0.91,0.83,0.98,-8.95,-16.86,-1.88
JAVIANA,Excluded,CxCIDT,2004,2006,2022,344,,,,,,,0.67,"0.61 (0.52, 0.74)","1.35 (1.07, 1.72)",313.1397247,203.2877411,196.3333333,51000988,44811720.67,0.613987566,0.520357541,0.744718906,0.453648595,0.387601534,0.542967297,0.438129423,1.35,1.07,1.72,35.245,6.77,72.1
JAVIANA,Excluded,CxCIDT,2006,2008,2022,344,,,,,,,0.67,"0.61 (0.52, 0.74)","1.18 (0.95, 1.48)",313.1397247,238.3490715,218,51000988,45830891.67,0.613987566,0.520357541,0.744718906,0.520062043,0.455089937,0.600564164,0.475661703,1.18,0.95,1.48,18.28,-4.57875,48.0525
VIBRIO,Excluded,CxCIDT,2016,2018,2022,343,,,,,,,0.67,"0.75 (0.66, 0.87)","1.44 (1.23, 1.69)",384.8664751,260.1482696,292.3333333,51000988,49658365,0.754625528,0.661140449,0.869639229,0.523876027,0.475237753,0.582402299,0.588689002,1.44,1.23,1.69,44.265,22.99125,68.57125
VIBRIO,Excluded,CxCIDT,2020,2022,2022,343,,,,,,,0.67,"0.75 (0.66, 0.87)","1.07 (1.01, 1.12)",384.8664751,360.9990319,314,51000988,50884081.67,0.754625528,0.661140449,0.869639229,0.709453762,0.635863852,0.798491153,0.617088861,1.07,1.01,1.12,6.51,0.9,11.61875
VIBRIO,Excluded,CxCIDT,2004,2006,2022,343,,,,,,,0.67,"0.75 (0.66, 0.87)","4.54 (3.63, 5.69)",384.8664751,74.40630465,78.33333333,51000988,44811720.67,0.754625528,0.661140449,0.869639229,0.166042061,0.139697455,0.200202898,0.174805458,4.54,3.63,5.69,354.475,262.64375,469.25375
VIBRIO,Excluded,CxCIDT,2006,2008,2022,343,,,,,,,0.67,"0.75 (0.66, 0.87)","3.77 (3.12, 4.57)",384.8664751,91.65533194,93.33333333,51000988,45830891.67,0.754625528,0.661140449,0.869639229,0.199985923,0.176793715,0.228870069,0.203647212,3.77,3.12,4.57,277.08,211.68,356.70125
CYCLOSPORA,Excluded,CxCIDT,2016,2018,2022,233,,,,,,,0.46,"0.78 (0.52, 1.42)","3.33 (1.95, 6.45)",396.2200845,115.7115554,123.6666667,51000988,49658365,0.776887076,0.522908738,1.416424685,0.233015234,0.176763897,0.333473428,0.249034914,3.33,1.95,6.44875,233.04,95.49,544.65875
CYCLOSPORA,Excluded,CxCIDT,2020,2022,2022,233,,,,,,,0.46,"0.78 (0.52, 1.42)","1.09 (0.87, 1.36)",396.2200845,365.3720152,247.6666667,51000988,50884081.67,0.776887076,0.522908738,1.416424685,0.718047773,0.521647414,1.125688678,0.486727201,1.09,0.87,1.36,9.37,-12.68,36.03
CYCLOSPORA,Excluded,CxCIDT,2004,2006,2022,233,,,,,,,0.46,"0.78 (0.52, 1.42)","32.19 (14.6, 71.99)",396.2200845,10.85737541,13.66666667,51000988,44811720.67,0.776887076,0.522908738,1.416424685,0.024228874,0.014188525,0.048728856,0.030497973,32.19,14.6,71.98625,3119.285,1359.9325,7098.40125
CYCLOSPORA,Excluded,CxCIDT,2006,2008,2022,233,,,,,,,0.46,"0.78 (0.52, 1.42)","32.02 (17.25, 65.07)",396.2200845,11.15817189,9.666666667,51000988,45830891.67,0.776887076,0.522908738,1.416424685,0.024346399,0.016423084,0.039019245,0.021092033,32.02,17.25125,65.06875,3102.38,1625.2575,6406.4825
TYPHIMURIUM,Excluded,CxCIDT,2016,2018,2022,658,,,,,,,1.29,"0.96 (0.87, 1.05)","0.83 (0.75, 0.92)",488.2274825,573.0993531,603,51000988,49658365,0.957290244,0.874539617,1.051288346,1.154084217,1.08189897,1.234062191,1.214296927,0.83,0.75,0.92,-17.08,-25.46,-7.53
TYPHIMURIUM,Excluded,CxCIDT,2020,2022,2022,658,,,,,,,1.29,"0.96 (0.87, 1.05)","0.98 (0.95, 1.03)",488.2274825,494.6415622,485.3333333,51000988,50884081.67,0.957290244,0.874539617,1.051288346,0.972094899,0.903203741,1.049833109,0.953801891,0.98,0.95,1.03,-1.54,-5.37875,2.58
TYPHIMURIUM,Excluded,CxCIDT,2004,2006,2022,658,,,,,,,1.29,"0.96 (0.87, 1.05)","0.53 (0.47, 0.6)",488.2274825,808.7918445,816.3333333,51000988,44811720.67,0.957290244,0.874539617,1.051288346,1.804866746,1.661397111,1.972251676,1.821696023,0.53,0.47,0.6,-47.01,-53.28,-39.96
TYPHIMURIUM,Excluded,CxCIDT,2006,2008,2022,658,,,,,,,1.29,"0.96 (0.87, 1.05)","0.55 (0.49, 0.61)",488.2274825,801.6600237,807,51000988,45830891.67,0.957290244,0.874539617,1.051288346,1.749169598,1.638592347,1.87163816,1.760821076,0.55,0.49,0.61,-45.28,-51.18875,-38.58125
NEWPORT,Excluded,CxCIDT,2016,2018,2022,536,,,,,,,1.05,"0.99 (0.85, 1.17)","0.84 (0.7, 1.01)",503.735505,583.2627762,611,51000988,49658365,0.987697542,0.848990179,1.16890946,1.174550906,1.059952387,1.309317952,1.230407002,0.84,0.7,1.01,-15.81,-29.67,0.77625
NEWPORT,Excluded,CxCIDT,2020,2022,2022,536,,,,,,,1.05,"0.99 (0.85, 1.17)","0.95 (0.89, 1.01)",503.735505,529.5848489,524,51000988,50884081.67,0.987697542,0.848990179,1.16890946,1.040767233,0.921697048,1.191437885,1.029791602,0.95,0.89,1.01,-5.09,-11.01,1.24
NEWPORT,Excluded,CxCIDT,2004,2006,2022,536,,,,,,,1.05,"0.99 (0.85, 1.17)","1.23 (1, 1.52)",503.735505,359.8432899,332.3333333,51000988,44811720.67,0.987697542,0.848990179,1.16890946,0.803011544,0.703462722,0.93152222,0.741621452,1.23,1,1.52,22.915,0.49,51.98
NEWPORT,Excluded,CxCIDT,2006,2008,2022,536,,,,,,,1.05,"0.99 (0.85, 1.17)","1.04 (0.86, 1.28)",503.735505,434.1232327,405.6666667,51000988,45830891.67,0.987697542,0.848990179,1.16890946,0.947228424,0.850659454,1.060357641,0.885138063,1.04,0.86,1.28,4.185,-13.59875,27.56
YERSINIA,Excluded,CxCIDT,2016,2018,2022,713,,,,,,,1.4,"1.42 (1.27, 1.6)","2.48 (2.12, 2.9)",723.6373711,284.4050774,321,51000988,49658365,1.418869319,1.270435122,1.60432679,0.572723402,0.51896003,0.636919047,0.646416772,2.48,2.12,2.9,147.89,112.47,189.55375
YERSINIA,Excluded,CxCIDT,2020,2022,2022,713,,,,,,,1.4,"1.42 (1.27, 1.6)","1.21 (1.16, 1.27)",723.6373711,596.4306136,507.6666667,51000988,50884081.67,1.418869319,1.270435122,1.60432679,1.172135949,1.06305332,1.303548431,0.9976925,1.21,1.16,1.27,21.13,15.61125,26.94
YERSINIA,Excluded,CxCIDT,2004,2006,2022,713,,,,,,,1.4,"1.42 (1.27, 1.6)","8.72 (7.08, 10.75)",723.6373711,72.9196053,73.33333333,51000988,44811720.67,1.418869319,1.270435122,1.60432679,0.162724404,0.137185065,0.194144907,0.163647662,8.72,7.08,10.75,772.09,608.0625,974.84
YERSINIA,Excluded,CxCIDT,2006,2008,2022,713,,,,,,,1.4,"1.42 (1.27, 1.6)","7.85 (6.63, 9.36)",723.6373711,82.85196549,86.66666667,51000988,45830891.67,1.418869319,1.270435122,1.60432679,0.180777555,0.159579687,0.205511367,0.189100983,7.85,6.63125,9.36,685.345,563.3525,835.6675
STEC NONO157,Excluded,CxCIDT,2016,2018,2022,690,,,,,,,1.35,"1.43 (1.3, 1.58)","0.93 (0.82, 1.05)",729.2361826,764.4135843,775.3333333,51000988,49658365,1.429847168,1.301478705,1.579781508,1.539345052,1.431138341,1.65683429,1.561334799,0.93,0.82,1.05,-7.14,-17.61875,5.305
STEC NONO157,Excluded,CxCIDT,2020,2022,2022,690,,,,,,,1.35,"1.43 (1.3, 1.58)","0.99 (0.94, 1.03)",729.2361826,738.1838654,654.3333333,51000988,50884081.67,1.429847168,1.301478705,1.579781508,1.45071669,1.340506998,1.576662107,1.285929336,0.99,0.94,1.03,-1.41,-6.07,3.19
STEC NONO157,Excluded,CxCIDT,2004,2006,2022,690,,,,,,,1.35,"1.43 (1.3, 1.58)","6.58 (5.61, 7.73)",729.2361826,97.3795688,98.66666667,51000988,44811720.67,1.429847168,1.301478705,1.579781508,0.217308256,0.190606934,0.248311189,0.220180491,6.58,5.61,7.73,558.23,460.6625,673.31125
STEC NONO157,Excluded,CxCIDT,2006,2008,2022,690,,,,,,,1.35,"1.43 (1.3, 1.58)","3.88 (3.38, 4.47)",729.2361826,168.8794237,173.6666667,51000988,45830891.67,1.429847168,1.301478705,1.579781508,0.368483827,0.334756974,0.407004939,0.378929278,3.88,3.38,4.47,287.845,237.5375,346.9175
ENTERITIDIS,Excluded,CxCIDT,2016,2018,2022,840,,,,,,,1.65,"1.58 (1.47, 1.72)","0.91 (0.83, 1.01)",807.4100126,860.5114482,876.6666667,51000988,49658365,1.583126218,1.466675081,1.715552108,1.73286303,1.630310937,1.844879105,1.765395753,0.91,0.83,1.01,-8.665,-17.09875,0.8
ENTERITIDIS,Excluded,CxCIDT,2020,2022,2022,840,,,,,,,1.65,"1.58 (1.47, 1.72)","1.03 (0.99, 1.07)",807.4100126,781.3352915,689,51000988,50884081.67,1.583126218,1.466675081,1.715552108,1.53552008,1.432286939,1.652636701,1.354058042,1.03,0.99,1.07,3.11,-0.55,6.96875
ENTERITIDIS,Excluded,CxCIDT,2004,2006,2022,840,,,,,,,1.65,"1.58 (1.47, 1.72)","1.15 (1.02, 1.29)",807.4100126,619.2863725,605.6666667,51000988,44811720.67,1.583126218,1.466675081,1.715552108,1.381974098,1.26815955,1.51978641,1.35158092,1.15,1.02,1.29,14.53,1.69125,28.52875
ENTERITIDIS,Excluded,CxCIDT,2006,2008,2022,840,,,,,,,1.65,"1.58 (1.47, 1.72)","0.94 (0.85, 1.05)",807.4100126,767.684857,756,51000988,45830891.67,1.583126218,1.466675081,1.715552108,1.675038013,1.565140788,1.800002687,1.649542421,0.94,0.85,1.05,-5.52,-14.97,4.8875
SHIGELLA,Excluded,CxCIDT,2016,2018,2022,1471,,,,,,,2.88,"2.97 (2.49, 3.63)","0.89 (0.71, 1.12)",1513.311902,1658.571831,1712.666667,51000988,49658365,2.967220757,2.489643681,3.628660174,3.339964639,2.888206802,3.95112168,3.448898623,0.89,0.71,1.12,-11.03,-29.49,11.90875
SHIGELLA,Excluded,CxCIDT,2020,2022,2022,1471,,,,,,,2.88,"2.97 (2.49, 3.63)","1.02 (0.95, 1.1)",1513.311902,1480.032065,1176,51000988,50884081.67,2.967220757,2.489643681,3.628660174,2.908634717,2.497140938,3.458332088,2.311135352,1.02,0.95,1.1,2.07,-5.19875,10.03
SHIGELLA,Excluded,CxCIDT,2004,2006,2022,1471,,,,,,,2.88,"2.97 (2.49, 3.63)","1.37 (1.02, 1.81)",1513.311902,969.3950471,893.3333333,51000988,44811720.67,2.967220757,2.489643681,3.628660174,2.163262273,1.773274786,2.765316267,1.993526069,1.37,1.02,1.81,37.195,2.08125,81.37625
SHIGELLA,Excluded,CxCIDT,2006,2008,2022,1471,,,,,,,2.88,"2.97 (2.49, 3.63)","1.23 (0.96, 1.58)",1513.311902,1108.75772,1252.666667,51000988,45830891.67,2.967220757,2.489643681,3.628660174,2.419236631,2.078811254,2.873428285,2.733236516,1.23,0.96,1.58,22.625,-3.7375,57.7675
STEC,Excluded,CxCIDT,2016,2018,2022,1950,,,,,,,3.82,"4.03 (3.76, 4.34)","1.11 (1.01, 1.23)",2055.538478,1802.894273,1958.333333,51000988,49658365,4.030389525,3.763658596,4.339680716,3.630595314,3.40971561,3.854770975,3.943612186,1.11,1.01,1.23,11.01,1.03125,22.72
STEC,Excluded,CxCIDT,2020,2022,2022,1950,,,,,,,3.82,"4.03 (3.76, 4.34)","1.03 (1, 1.06)",2055.538478,1987.252573,1785,51000988,50884081.67,4.030389525,3.763658596,4.339680716,3.905450404,3.680138074,4.164951577,3.507973302,1.03,1,1.06,3.25,-0.02,6.35
STEC,Excluded,CxCIDT,2004,2006,2022,1950,,,,,,,3.82,"4.03 (3.76, 4.34)","3.39 (3.05, 3.78)",2055.538478,533.6238493,551.6666667,51000988,44811720.67,4.030389525,3.763658596,4.339680716,1.190813121,1.102008364,1.288119984,1.231076733,3.39,3.05,3.77875,238.59,204.56125,277.49625
STEC,Excluded,CxCIDT,2006,2008,2022,1950,,,,,,,3.82,"4.03 (3.76, 4.34)","2.82 (2.56, 3.11)",2055.538478,656.0812415,694.6666667,51000988,45830891.67,4.030389525,3.763658596,4.339680716,1.431526243,1.346339591,1.524168581,1.51571711,2.82,2.56,3.11,181.61,156.17125,210.88
SALMONELLA,Excluded,CxCIDT,2016,2018,2022,5823,,,,,,,11.42,"10.94 (10.39, 11.59)","0.93 (0.87, 1)",5582.054833,5826.070894,6113,51000988,49658365,10.94499352,10.38769349,11.58866268,11.73230511,11.25112667,12.29681442,12.3101113,0.93,0.87,1,-6.67,-13.2,0.18875
SALMONELLA,Excluded,CxCIDT,2020,2022,2022,5823,,,,,,,11.42,"10.94 (10.39, 11.59)","0.99 (0.97, 1.02)",5582.054833,5622.184939,5259.666667,51000988,50884081.67,10.94499352,10.38769349,11.58866268,11.04900542,10.54549335,11.59100964,10.33656596,0.99,0.97,1.02,-0.87,-3.29875,1.55875
SALMONELLA,Excluded,CxCIDT,2004,2006,2022,5823,,,,,,,11.42,"10.94 (10.39, 11.59)","1.2 (1.12, 1.29)",5582.054833,4094.878612,4090.333333,51000988,44811720.67,10.94499352,10.38769349,11.58866268,9.137963352,8.707576215,9.595052079,9.127820295,1.2,1.12,1.29,19.855,11.6,28.82875
SALMONELLA,Excluded,CxCIDT,2006,2008,2022,5823,,,,,,,11.42,"10.94 (10.39, 11.59)","1.09 (1.02, 1.17)",5582.054833,4604.537436,4692.333333,51000988,45830891.67,10.94499352,10.38769349,11.58866268,10.04679872,9.655630011,10.47138774,10.23836361,1.09,1.02,1.17,8.98,1.78,16.82875
CAMPYLOBACTER,Excluded,CxCIDT,2016,2018,2022,6268,,,,,,,12.29,"12.9 (12.21, 13.68)","1.06 (0.98, 1.14)",6578.521848,6055.006113,6272,51000988,49658365,12.89881256,12.20530232,13.67900369,12.19332556,11.63264449,12.78200158,12.63029904,1.06,0.98,1.14,5.8,-1.72,14.07
CAMPYLOBACTER,Excluded,CxCIDT,2020,2022,2022,6268,,,,,,,12.29,"12.9 (12.21, 13.68)","1.05 (1.02, 1.08)",6578.521848,6277.569474,5780.333333,51000988,50884081.67,12.89881256,12.20530232,13.67900369,12.33700063,11.73831495,12.99182613,11.35980673,1.05,1.02,1.08,4.56,1.77125,7.50875
CAMPYLOBACTER,Excluded,CxCIDT,2004,2006,2022,6268,,,,,,,12.29,"12.9 (12.21, 13.68)","2.58 (2.37, 2.82)",6578.521848,2239.71297,2266.666667,51000988,44811720.67,12.89881256,12.20530232,13.67900369,4.998051707,4.68643379,5.33956216,5.058200473,2.58,2.37,2.82,158.2,136.64125,181.6425
CAMPYLOBACTER,Excluded,CxCIDT,2006,2008,2022,6268,,,,,,,12.29,"12.9 (12.21, 13.68)","2.29 (2.12, 2.47)",6578.521848,2583.163293,2559.666667,51000988,45830891.67,12.89881256,12.20530232,13.67900369,5.6362929,5.353919023,5.940013179,5.585024802,2.29,2.12,2.47,128.95,112.15125,147.275
MUENCHEN,Travel Included,CxCIDT,2020,2022,2022,153,,,,,,,0.3,"0.28 (0.23, 0.34)","0.97 (0.9, 1.06)",142.5098984,145.9709623,143,51000988,50884081.67,0.27942576,0.233137821,0.344847383,0.286869601,0.246122825,0.342383667,0.281030914,0.97,0.9,1.06,-2.59,-9.69,5.62
MUENCHEN,Travel Included,CxCIDT,2004,2006,2022,153,,,,,,,0.3,"0.28 (0.23, 0.34)","0.74 (0.57, 0.95)",142.5098984,170.1334081,154.6666667,51000988,44811720.67,0.27942576,0.233137821,0.344847383,0.379662744,0.328010504,0.450578769,0.345147797,0.74,0.57,0.95,-26.49,-42.8075,-4.62
