"Pathogen","year","State","count","Population","yearn"
"STEC NONO157",2018,"TN",159,13556360,2018
"STEC NONO157",2019,"CA",170,7400242,2019
"STEC NONO157",2019,"CO",127,6458826,2019
"STEC NONO157",2019,"CT",47,7132044,2019
"STEC NONO157",2019,"GA",168,21256040,2019
"STEC NONO157",2019,"MD",40,12109908,2019
"STEC NONO157",2019,"MN",324,11280106,2019
"STEC NONO157",2019,"NM",41,4199268,2019
"STEC NONO157",2019,"NY",95,8531148,2019
"STEC NONO157",2019,"OR",152,8432232,2019
"STEC NONO157",2019,"TN",172,13660650,2019
"STEC NONO157",2020,"CA",58,7433518,2020
"STEC NONO157",2020,"CO",60,6484002,2020
"STEC NONO157",2020,"CT",31,NA,2020
"STEC NONO157",2020,"GA",79,21459656,2020
"STEC NONO157",2020,"MD",29,12346410,2020
"STEC NONO157",2020,"MN",195,11419704,2020
"STEC NONO157",2020,"NM",24,4236780,2020
"STEC NONO157",2020,"NY",59,8686056,2020
"STEC NONO157",2020,"OR",94,8489590,2020
"STEC NONO157",2020,"TN",71,13851238,2020
"STEC NONO157",2021,"CA",84,7236776,2021
"STEC NONO157",2021,"CO",74,6489346,2021
"STEC NONO157",2021,"CT",37,NA,2021
"STEC NONO157",2021,"GA",87,21576058,2021
"STEC NONO157",2021,"MD",28,12349220,2021
"STEC NONO157",2021,"MN",263,11422942,2021
"STEC NONO157",2021,"NM",28,4233354,2021
"STEC NONO157",2021,"NY",75,8697126,2021
"STEC NONO157",2021,"OR",129,8512602,2021
"STEC NONO157",2021,"TN",99,13936702,2021
"STEC NONO157",2022,"CA",106,7188800,2022
"STEC NONO157",2022,"CO",101,6504710,2022
"STEC NONO157",2022,"CT",41,NA,2022
"STEC NONO157",2022,"GA",86,21825752,2022
"STEC NONO157",2022,"MD",33,12329320,2022
"STEC NONO157",2022,"MN",334,11434368,2022
"STEC NONO157",2022,"NM",26,4226688,2022
"STEC NONO157",2022,"NY",73,8656976,2022
"STEC NONO157",2022,"OR",121,8480274,2022
"STEC NONO157",2022,"TN",81,14102678,2022
"STEC NONO157",2023,"CA",78,7188800,2023
"STEC NONO157",2023,"CO",198,6504710,2023
"STEC NONO157",2023,"CT",50,NA,2023
"STEC NONO157",2023,"GA",95,21825752,2023
"STEC NONO157",2023,"MD",41,12329320,2023
"STEC NONO157",2023,"MN",294,11434368,2023
"STEC NONO157",2023,"NM",19,4226688,2023
"STEC NONO157",2023,"NY",80,8656976,2023
"STEC NONO157",2023,"OR",153,8480274,2023
"STEC NONO157",2023,"TN",98,14102678,2023
"STEC O157",1996,"CA",20,2087032,1996
"STEC O157",1996,"CT",37,1622809,1996
"STEC O157",1996,"GA",6,2720443,1996
"STEC O157",1996,"MN",240,4647723,1996
"STEC O157",1996,"OR",71,3195087,1996
"STEC O157",1997,"CA",17,4751094.83333333,1997
"STEC O157",1997,"CT",34,5721997,1997
"STEC O157",1997,"GA",7,3632206,1997
"STEC O157",1997,"MN",199,9375452,1997
"STEC O157",1997,"OR",80,4864881,1997
"STEC O157",1998,"CA",35,5203582,1998
"STEC O157",1998,"CT",56,6545126,1998
"STEC O157",1998,"GA",45,7488044,1998
"STEC O157",1998,"MD",23,4882558,1998
"STEC O157",1998,"MN",209,9452822,1998
"STEC O157",1998,"NY",22,2210124,1998
"STEC O157",1998,"OR",101,6564110,1998
"STEC O157",1999,"CA",23,5257859,1999
"STEC O157",1999,"CT",94,6564062,1999
"STEC O157",1999,"GA",39,15576480,1999
"STEC O157",1999,"MD",16,4901132,1999
"STEC O157",1999,"MN",174,9551016,1999
"STEC O157",1999,"NY",94,4168906,1999
"STEC O157",1999,"OR",62,6632308,1999
"STEC O157",2000,"CA",46,6361070,2000
"STEC O157",2000,"CT",84,6823554,2000
"STEC O157",2000,"GA",42,16454606,2000
"STEC O157",2000,"MD",16,5034390,2000
"STEC O157",2000,"MN",216,9867384,2000
"STEC O157",2000,"NY",74,4230114,2000
"STEC O157",2000,"OR",115,6859416,2000
"STEC O157",2000,"TN",30,5652762,2000
"STEC O157",2001,"CA",36,6442602,2001
"STEC O157",2001,"CO",37,4299626,2001
"STEC O157",2001,"CT",38,6865670,2001
"STEC O157",2001,"GA",43,16754076,2001
"STEC O157",2001,"MD",21,8486684,2001
"STEC O157",2001,"MN",220,9965592,2001
"STEC O157",2001,"NY",31,4239942,2001
"STEC O157",2001,"OR",76,6935874,2001
"STEC O157",2001,"TN",40,5705808,2001
"STEC O157",2002,"CA",45,6429382,2002
"STEC O157",2002,"CO",58,4989018,2002
"STEC O157",2002,"CT",45,6917498,2002
"STEC O157",2002,"GA",45,17016512,2002
"STEC O157",2002,"MD",30,10880778,2002
"STEC O157",2002,"MN",160,10037870,2002
"STEC O157",2002,"NY",56,6665478,2002
"STEC O157",2002,"OR",177,7026848,2002
"STEC O157",2002,"TN",25,5757746,2002
"STEC O157",2003,"CA",29,6415708,2003
"STEC O157",2003,"CO",37,5023214,2003
"STEC O157",2003,"CT",37,6968672,2003
"STEC O157",2003,"GA",23,17245586,2003
"STEC O157",2003,"MD",16,10992538,2003
"STEC O157",2003,"MN",133,10107144,2003
"STEC O157",2003,"NY",49,7963460,2003
"STEC O157",2003,"OR",86,7094752,2003
"STEC O157",2003,"TN",34,11695624,2003
"STEC O157",2004,"CA",25,6398940,2004
"STEC O157",2004,"CO",21,5065078,2004
"STEC O157",2004,"CT",31,6992188,2004
"STEC O157",2004,"GA",23,17538504,2004
"STEC O157",2004,"MD",22,11093870,2004
"STEC O157",2004,"MN",110,10175426,2004
"STEC O157",2004,"NM",7,3807616,2004
"STEC O157",2004,"NY",54,8656194,2004
"STEC O157",2004,"OR",61,7138926,2004
"STEC O157",2004,"TN",48,11821618,2004
"STEC O157",2005,"CA",28,6407148,2005
"STEC O157",2005,"CO",26,5121288,2005
"STEC O157",2005,"CT",43,7013912,2005
"STEC O157",2005,"GA",33,17851844,2005
"STEC O157",2005,"MD",27,11184758,2005
"STEC O157",2005,"MN",121,10239196,2005
"STEC O157",2005,"NM",10,3864548,2005
"STEC O157",2005,"NY",74,8641706,2005
"STEC O157",2005,"OR",66,7226404,2005
"STEC O157",2005,"TN",45,11982114,2005
"STEC O157",2006,"CA",42,6427936,2006
"STEC O157",2006,"CO",35,5211718,2006
"STEC O157",2006,"CT",41,7034920,2006
"STEC O157",2006,"GA",41,18311626,2006
"STEC O157",2006,"MD",40,11254734,2006
"STEC O157",2006,"MN",147,10327110,2006
"STEC O157",2006,"NM",20,3924274,2006
"STEC O157",2006,"NY",53,8637430,2006
"STEC O157",2006,"OR",83,7341766,2006
"STEC O157",2006,"TN",88,12177532,2006
"STEC O157",2007,"CA",39,6487080,2007
"STEC O157",2007,"CO",32,5306444,2007
"STEC O157",2007,"CT",45,7054540,2007
"STEC O157",2007,"GA",47,18699976,2007
"STEC O157",2007,"MD",22,11306816,2007
"STEC O157",2007,"MN",165,10414406,2007
"STEC O157",2007,"NM",10,3980140,2007
"STEC O157",2007,"NY",58,8638580,2007
"STEC O157",2007,"OR",73,7444834,2007
"STEC O157",2007,"TN",57,12351454,2007
"STEC O157",2008,"CA",37,6583408,2008
"STEC O157",2008,"CO",82,5403276,2008
"STEC O157",2008,"CT",26,7091158,2008
"STEC O157",2008,"GA",44,19009686,2008
"STEC O157",2008,"MD",33,11369930,2008
"STEC O157",2008,"MN",120,10494036,2008
"STEC O157",2008,"NM",15,4021324,2008
"STEC O157",2008,"NY",51,8646898,2008
"STEC O157",2008,"OR",56,7537496,2008
"STEC O157",2008,"TN",54,12494822,2008
"STEC O157",2009,"CA",38,6676702,2009
"STEC O157",2009,"CO",63,5498396,2009
"STEC O157",2009,"CT",44,7123614,2009
"STEC O157",2009,"GA",20,19241692,2009
"STEC O157",2009,"MD",24,11460776,2009
"STEC O157",2009,"MN",130,10562406,2009
"STEC O157",2009,"NM",9,4073604,2009
"STEC O157",2009,"NY",29,8652990,2009
"STEC O157",2009,"OR",66,7617200,2009
"STEC O157",2009,"TN",38,12612038,2009
"STEC O157",2010,"CA",25,6742064,2010
"STEC O157",2010,"CO",35,5591348,2010
"STEC O157",2010,"CT",30,7158346,2010
"STEC O157",2010,"GA",25,19424418,2010
"STEC O157",2010,"MD",27,11577568,2010
"STEC O157",2010,"MN",140,10621868,2010
"STEC O157",2010,"NM",10,4129228,2010
"STEC O157",2010,"NY",33,8658452,2010
"STEC O157",2010,"OR",73,7675228,2010
"STEC O157",2010,"TN",48,12711036,2010
"STEC O157",2011,"CA",35,6823896,2011
"STEC O157",2011,"CO",25,5699260,2011
"STEC O157",2011,"CT",17,7177264,2011
"STEC O157",2011,"GA",29,19607260,2011
"STEC O157",2011,"MD",30,11680482,2011
"STEC O157",2011,"MN",146,10693240,2011
"STEC O157",2011,"NM",12,4161414,2011
"STEC O157",2011,"NY",43,8657466,2011
"STEC O157",2011,"OR",67,7745344,2011
"STEC O157",2011,"TN",59,12800596,2011
"STEC O157",2012,"CA",39,6920262,2012
"STEC O157",2012,"CO",37,5803670,2012
"STEC O157",2012,"CT",19,7190422,2012
"STEC O157",2012,"GA",34,19807160,2012
"STEC O157",2012,"MD",33,11776750,2012
"STEC O157",2012,"MN",123,10755000,2012
"STEC O157",2012,"NM",15,4175430,2012
"STEC O157",2012,"NY",69,8651646,2012
"STEC O157",2012,"OR",95,7800204,2012
"STEC O157",2012,"TN",69,12911504,2012
"STEC O157",2013,"CA",64,7024912,2013
"STEC O157",2013,"CO",26,5913398,2013
"STEC O157",2013,"CT",32,7191584,2013
"STEC O157",2013,"GA",48,19951184,2013
"STEC O157",2013,"MD",28,11850394,2013
"STEC O157",2013,"MN",143,10829444,2013
"STEC O157",2013,"NM",11,4185666,2013
"STEC O157",2013,"NY",42,8644848,2013
"STEC O157",2013,"OR",105,7848220,2013
"STEC O157",2013,"TN",54,12993886,2013
"STEC O157",2014,"CA",51,7134442,2014
"STEC O157",2014,"CO",19,6024746,2014
"STEC O157",2014,"CT",17,7191394,2014
"STEC O157",2014,"GA",25,20142408,2014
"STEC O157",2014,"MD",20,11920128,2014
"STEC O157",2014,"MN",128,10905330,2014
"STEC O157",2014,"NM",14,4180472,2014
"STEC O157",2014,"NY",29,8629338,2014
"STEC O157",2014,"OR",72,7930894,2014
"STEC O157",2014,"TN",69,13089234,2014
"STEC O157",2015,"CA",47,7243422,2015
"STEC O157",2015,"CO",38,6152718,2015
"STEC O157",2015,"CT",27,7177122,2015
"STEC O157",2015,"GA",27,20366706,2015
"STEC O157",2015,"MD",24,11977056,2015
"STEC O157",2015,"MN",114,10968004,2015
"STEC O157",2015,"NM",7,4180142,2015
"STEC O157",2015,"NY",27,8604116,2015
"STEC O157",2015,"OR",108,8037084,2015
"STEC O157",2015,"TN",47,13190708,2015
"STEC O157",2016,"CA",46,7318734,2016
"STEC O157",2016,"CO",26,6244946,2016
"STEC O157",2016,"CT",74,7159660,2016
"STEC O157",2016,"GA",29,20616884,2016
"STEC O157",2016,"MD",22,12014028,2016
"STEC O157",2016,"MN",122,11050720,2016
"STEC O157",2016,"NM",14,4185110,2016
"STEC O157",2016,"NY",37,8580286,2016
"STEC O157",2016,"OR",66,8186542,2016
"STEC O157",2016,"TN",69,13302554,2016
"STEC O157",2017,"CA",68,7365836,2017
"STEC O157",2017,"CO",29,6314826,2017
"STEC O157",2017,"CT",20,7150648,2017
"STEC O157",2017,"GA",30,20834062,2017
"STEC O157",2017,"MD",19,12056372,2017
"STEC O157",2017,"MN",97,11138566,2017
"STEC O157",2017,"NM",7,4185688,2017
"STEC O157",2017,"NY",27,8568618,2017
"STEC O157",2017,"OR",65,8294588,2017
"STEC O157",2017,"TN",67,13429496,2017
"STEC O157",2018,"CA",47,7394224,2018
"STEC O157",2018,"CO",18,6397792,2018
"STEC O157",2018,"CT",19,7149122,2018
"STEC O157",2018,"GA",46,21038778,2018
"STEC O157",2018,"MD",18,12084306,2018
"STEC O157",2018,"MN",115,11217524,2018
"STEC O157",2018,"NM",8,4187508,2018
"STEC O157",2018,"NY",31,8559336,2018
"STEC O157",2018,"OR",76,8367076,2018
"STEC O157",2018,"TN",68,13556360,2018
"STEC O157",2019,"CA",62,7400242,2019
"STEC O157",2019,"CO",31,6458826,2019
"STEC O157",2019,"CT",17,7132044,2019
"STEC O157",2019,"GA",31,21256040,2019
"STEC O157",2019,"MD",18,12109908,2019
"STEC O157",2019,"MN",112,11280106,2019
"STEC O157",2019,"NM",12,4199268,2019
"STEC O157",2019,"NY",10,8531148,2019
"STEC O157",2019,"OR",65,8432232,2019
"STEC O157",2019,"TN",42,13660650,2019
"STEC O157",2020,"CA",40,7433518,2020
"STEC O157",2020,"CO",8,6484002,2020
"STEC O157",2020,"CT",11,NA,2020
"STEC O157",2020,"GA",19,21459656,2020
"STEC O157",2020,"MD",12,12346410,2020
"STEC O157",2020,"MN",64,11419704,2020
"STEC O157",2020,"NM",10,4236780,2020
"STEC O157",2020,"NY",14,8686056,2020
"STEC O157",2020,"OR",41,8489590,2020
"STEC O157",2020,"TN",45,13851238,2020
"STEC O157",2021,"CA",48,7236776,2021
"STEC O157",2021,"CO",14,6489346,2021
"STEC O157",2021,"CT",10,NA,2021
"STEC O157",2021,"GA",26,21576058,2021
"STEC O157",2021,"MD",34,12349220,2021
"STEC O157",2021,"MN",69,11422942,2021
"STEC O157",2021,"NM",10,4233354,2021
"STEC O157",2021,"NY",14,8697126,2021
"STEC O157",2021,"OR",83,8512602,2021
"STEC O157",2021,"TN",24,13936702,2021
"STEC O157",2022,"CA",40,7188800,2022
"STEC O157",2022,"CO",9,6504710,2022
"STEC O157",2022,"CT",19,NA,2022
"STEC O157",2022,"GA",29,21825752,2022
"STEC O157",2022,"MD",24,12329320,2022
"STEC O157",2022,"MN",62,11434368,2022
"STEC O157",2022,"NM",8,4226688,2022
"STEC O157",2022,"NY",11,8656976,2022
"STEC O157",2022,"OR",50,8480274,2022
"STEC O157",2022,"TN",47,14102678,2022
"STEC O157",2023,"CA",23,7188800,2023
"STEC O157",2023,"CO",36,6504710,2023
"STEC O157",2023,"CT",9,NA,2023
"STEC O157",2023,"GA",16,21825752,2023
"STEC O157",2023,"MD",17,12329320,2023
"STEC O157",2023,"MN",86,11434368,2023
"STEC O157",2023,"NM",0,4226688,2023
"STEC O157",2023,"NY",7,8656976,2023
"STEC O157",2023,"OR",66,8480274,2023
"STEC O157",2023,"TN",44,14102678,2023
"VIBRIO",1996,"CA",8,2087032,1996
"VIBRIO",1996,"CT",1,1622809,1996
"VIBRIO",1996,"GA",4,2720443,1996
"VIBRIO",1996,"MN",4,4647723,1996
"VIBRIO",1996,"OR",4,3195087,1996
"VIBRIO",1997,"CA",31,4751094.83333333,1997
"VIBRIO",1997,"CT",4,5721997,1997
"VIBRIO",1997,"GA",3,3632206,1997
"VIBRIO",1997,"MN",2,9375452,1997
"VIBRIO",1997,"OR",12,4864881,1997
"VIBRIO",1998,"CA",10,5203582,1998
"VIBRIO",1998,"CT",6,6545126,1998
"VIBRIO",1998,"GA",17,7488044,1998
"VIBRIO",1998,"MD",6,4882558,1998
"VIBRIO",1998,"MN",2,9452822,1998
"VIBRIO",1998,"NY",0,2210124,1998
"VIBRIO",1998,"OR",9,6564110,1998
"VIBRIO",1999,"CA",10,5257859,1999
"VIBRIO",1999,"CT",6,6564062,1999
"VIBRIO",1999,"GA",17,15576480,1999
"VIBRIO",1999,"MD",8,4901132,1999
"VIBRIO",1999,"MN",4,9551016,1999
"VIBRIO",1999,"NY",1,4168906,1999
"VIBRIO",1999,"OR",2,6632308,1999
"VIBRIO",2000,"CA",22,6361070,2000
"VIBRIO",2000,"CT",6,6823554,2000
"VIBRIO",2000,"GA",8,16454606,2000
"VIBRIO",2000,"MD",7,5034390,2000
"VIBRIO",2000,"MN",3,9867384,2000
"VIBRIO",2000,"NY",0,4230114,2000
"VIBRIO",2000,"OR",7,6859416,2000
"VIBRIO",2000,"TN",1,5652762,2000
"VIBRIO",2001,"CA",16,6442602,2001
"VIBRIO",2001,"CO",5,4299626,2001
"VIBRIO",2001,"CT",9,6865670,2001
"VIBRIO",2001,"GA",24,16754076,2001
"VIBRIO",2001,"MD",13,8486684,2001
"VIBRIO",2001,"MN",3,9965592,2001
"VIBRIO",2001,"NY",2,4239942,2001
"VIBRIO",2001,"OR",5,6935874,2001
"VIBRIO",2001,"TN",2,5705808,2001
"VIBRIO",2002,"CA",11,6429382,2002
"VIBRIO",2002,"CO",3,4989018,2002
"VIBRIO",2002,"CT",11,6917498,2002
"VIBRIO",2002,"GA",27,17016512,2002
"VIBRIO",2002,"MD",20,10880778,2002
"VIBRIO",2002,"MN",5,10037870,2002
"VIBRIO",2002,"NY",4,6665478,2002
"VIBRIO",2002,"OR",16,7026848,2002
"VIBRIO",2002,"TN",7,5757746,2002
"VIBRIO",2003,"CA",20,6415708,2003
"VIBRIO",2003,"CO",1,5023214,2003
"VIBRIO",2003,"CT",11,6968672,2003
"VIBRIO",2003,"GA",28,17245586,2003
"VIBRIO",2003,"MD",23,10992538,2003
"VIBRIO",2003,"MN",4,10107144,2003
"VIBRIO",2003,"NY",7,7963460,2003
"VIBRIO",2003,"OR",6,7094752,2003
"VIBRIO",2003,"TN",10,11695624,2003
"VIBRIO",2004,"CA",26,6398940,2004
"VIBRIO",2004,"CO",11,5065078,2004
"VIBRIO",2004,"CT",10,6992188,2004
"VIBRIO",2004,"GA",24,17538504,2004
"VIBRIO",2004,"MD",28,11093870,2004
"VIBRIO",2004,"MN",3,10175426,2004
"VIBRIO",2004,"NM",2,3807616,2004
"VIBRIO",2004,"NY",1,8656194,2004
"VIBRIO",2004,"OR",9,7138926,2004
"VIBRIO",2004,"TN",9,11821618,2004
"VIBRIO",2005,"CA",24,6407148,2005
"VIBRIO",2005,"CO",8,5121288,2005
"VIBRIO",2005,"CT",13,7013912,2005
"VIBRIO",2005,"GA",22,17851844,2005
"VIBRIO",2005,"MD",25,11184758,2005
"VIBRIO",2005,"MN",6,10239196,2005
"VIBRIO",2005,"NM",1,3864548,2005
"VIBRIO",2005,"NY",8,8641706,2005
"VIBRIO",2005,"OR",9,7226404,2005
"VIBRIO",2005,"TN",5,11982114,2005
"VIBRIO",2006,"CA",41,6427936,2006
"VIBRIO",2006,"CO",3,5211718,2006
"VIBRIO",2006,"CT",19,7034920,2006
"VIBRIO",2006,"GA",25,18311626,2006
"VIBRIO",2006,"MD",31,11254734,2006
"VIBRIO",2006,"MN",4,10327110,2006
"VIBRIO",2006,"NM",2,3924274,2006
"VIBRIO",2006,"NY",12,8637430,2006
"VIBRIO",2006,"OR",10,7341766,2006
"VIBRIO",2006,"TN",9,12177532,2006
"VIBRIO",2007,"CA",13,6487080,2007
"VIBRIO",2007,"CO",4,5306444,2007
"VIBRIO",2007,"CT",16,7054540,2007
"VIBRIO",2007,"GA",23,18699976,2007
"VIBRIO",2007,"MD",26,11306816,2007
"VIBRIO",2007,"MN",8,10414406,2007
"VIBRIO",2007,"NM",0,3980140,2007
"VIBRIO",2007,"NY",9,8638580,2007
"VIBRIO",2007,"OR",8,7444834,2007
"VIBRIO",2007,"TN",3,12351454,2007
"VIBRIO",2008,"CA",23,6583408,2008
"VIBRIO",2008,"CO",5,5403276,2008
"VIBRIO",2008,"CT",14,7091158,2008
"VIBRIO",2008,"GA",19,19009686,2008
"VIBRIO",2008,"MD",35,11369930,2008
"VIBRIO",2008,"MN",8,10494036,2008
"VIBRIO",2008,"NM",2,4021324,2008
"VIBRIO",2008,"NY",8,8646898,2008
"VIBRIO",2008,"OR",12,7537496,2008
"VIBRIO",2008,"TN",10,12494822,2008
"VIBRIO",2009,"CA",21,6676702,2009
"VIBRIO",2009,"CO",9,5498396,2009
"VIBRIO",2009,"CT",27,7123614,2009
"VIBRIO",2009,"GA",27,19241692,2009
"VIBRIO",2009,"MD",30,11460776,2009
"VIBRIO",2009,"MN",9,10562406,2009
"VIBRIO",2009,"NM",1,4073604,2009
"VIBRIO",2009,"NY",11,8652990,2009
"VIBRIO",2009,"OR",18,7617200,2009
"VIBRIO",2009,"TN",8,12612038,2009
"VIBRIO",2010,"CA",28,6742064,2010
"VIBRIO",2010,"CO",6,5591348,2010
"VIBRIO",2010,"CT",32,7158346,2010
"VIBRIO",2010,"GA",28,19424418,2010
"VIBRIO",2010,"MD",47,11577568,2010
"VIBRIO",2010,"MN",14,10621868,2010
"VIBRIO",2010,"NM",2,4129228,2010
"VIBRIO",2010,"NY",4,8658452,2010
"VIBRIO",2010,"OR",24,7675228,2010
"VIBRIO",2010,"TN",10,12711036,2010
"VIBRIO",2011,"CA",21,6823896,2011
"VIBRIO",2011,"CO",3,5699260,2011
"VIBRIO",2011,"CT",27,7177264,2011
"VIBRIO",2011,"GA",35,19607260,2011
"VIBRIO",2011,"MD",37,11680482,2011
"VIBRIO",2011,"MN",9,10693240,2011
"VIBRIO",2011,"NM",3,4161414,2011
"VIBRIO",2011,"NY",6,8657466,2011
"VIBRIO",2011,"OR",5,7745344,2011
"VIBRIO",2011,"TN",11,12800596,2011
"VIBRIO",2012,"CA",27,6920262,2012
"VIBRIO",2012,"CO",8,5803670,2012
"VIBRIO",2012,"CT",24,7190422,2012
"VIBRIO",2012,"GA",33,19807160,2012
"VIBRIO",2012,"MD",47,11776750,2012
"VIBRIO",2012,"MN",15,10755000,2012
"VIBRIO",2012,"NM",2,4175430,2012
"VIBRIO",2012,"NY",11,8651646,2012
"VIBRIO",2012,"OR",18,7800204,2012
"VIBRIO",2012,"TN",17,12911504,2012
"VIBRIO",2013,"CA",40,7024912,2013
"VIBRIO",2013,"CO",9,5913398,2013
"VIBRIO",2013,"CT",43,7191584,2013
"VIBRIO",2013,"GA",27,19951184,2013
"VIBRIO",2013,"MD",57,11850394,2013
"VIBRIO",2013,"MN",20,10829444,2013
"VIBRIO",2013,"NM",3,4185666,2013
"VIBRIO",2013,"NY",18,8644848,2013
"VIBRIO",2013,"OR",22,7848220,2013
"VIBRIO",2013,"TN",15,12993886,2013
"VIBRIO",2014,"CA",53,7134442,2014
"VIBRIO",2014,"CO",8,6024746,2014
"VIBRIO",2014,"CT",15,7191394,2014
"VIBRIO",2014,"GA",21,20142408,2014
"VIBRIO",2014,"MD",41,11920128,2014
"VIBRIO",2014,"MN",26,10905330,2014
"VIBRIO",2014,"NM",1,4180472,2014
"VIBRIO",2014,"NY",12,8629338,2014
"VIBRIO",2014,"OR",29,7930894,2014
"VIBRIO",2014,"TN",16,13089234,2014
"VIBRIO",2015,"CA",37,7243422,2015
"VIBRIO",2015,"CO",5,6152718,2015
"VIBRIO",2015,"CT",34,7177122,2015
"VIBRIO",2015,"GA",27,20366706,2015
"VIBRIO",2015,"MD",37,11977056,2015
"VIBRIO",2015,"MN",21,10968004,2015
"VIBRIO",2015,"NM",1,4180142,2015
"VIBRIO",2015,"NY",10,8604116,2015
"VIBRIO",2015,"OR",26,8037084,2015
"VIBRIO",2015,"TN",6,13190708,2015
"VIBRIO",2016,"CA",11,7318734,2016
"VIBRIO",2016,"CO",11,6244946,2016
"VIBRIO",2016,"CT",27,7159660,2016
"VIBRIO",2016,"GA",37,20616884,2016
"VIBRIO",2016,"MD",73,12014028,2016
"VIBRIO",2016,"MN",32,11050720,2016
"VIBRIO",2016,"NM",3,4185110,2016
"VIBRIO",2016,"NY",20,8580286,2016
"VIBRIO",2016,"OR",22,8186542,2016
"VIBRIO",2016,"TN",18,13302554,2016
"VIBRIO",2017,"CA",29,7365836,2017
"VIBRIO",2017,"CO",21,6314826,2017
"VIBRIO",2017,"CT",47,7150648,2017
"VIBRIO",2017,"GA",59,20834062,2017
"VIBRIO",2017,"MD",68,12056372,2017
"VIBRIO",2017,"MN",37,11138566,2017
"VIBRIO",2017,"NM",3,4185688,2017
"VIBRIO",2017,"NY",16,8568618,2017
"VIBRIO",2017,"OR",32,8294588,2017
"VIBRIO",2017,"TN",29,13429496,2017
"VIBRIO",2018,"CA",24,7394224,2018
"VIBRIO",2018,"CO",41,6397792,2018
"VIBRIO",2018,"CT",56,7149122,2018
"VIBRIO",2018,"GA",121,21038778,2018
"VIBRIO",2018,"MD",99,12084306,2018
"VIBRIO",2018,"MN",74,11217524,2018
"VIBRIO",2018,"NM",13,4187508,2018
"VIBRIO",2018,"NY",28,8559336,2018
"VIBRIO",2018,"OR",90,8367076,2018
"VIBRIO",2018,"TN",33,13556360,2018
"VIBRIO",2019,"CA",27,7400242,2019
"VIBRIO",2019,"CO",41,6458826,2019
"VIBRIO",2019,"CT",65,7132044,2019
"VIBRIO",2019,"GA",95,21256040,2019
"VIBRIO",2019,"MD",96,12109908,2019
"VIBRIO",2019,"MN",70,11280106,2019
"VIBRIO",2019,"NM",3,4199268,2019
"VIBRIO",2019,"NY",11,8531148,2019
"VIBRIO",2019,"OR",37,8432232,2019
"VIBRIO",2019,"TN",36,13660650,2019
"VIBRIO",2020,"CA",16,7433518,2020
"VIBRIO",2020,"CO",21,6484002,2020
"VIBRIO",2020,"CT",48,NA,2020
"VIBRIO",2020,"GA",38,21459656,2020
"VIBRIO",2020,"MD",81,12346410,2020
"VIBRIO",2020,"MN",38,11419704,2020
"VIBRIO",2020,"NM",5,4236780,2020
"VIBRIO",2020,"NY",20,8686056,2020
"VIBRIO",2020,"OR",31,8489590,2020
"VIBRIO",2020,"TN",29,13851238,2020
"VIBRIO",2021,"CA",33,7236776,2021
"VIBRIO",2021,"CO",37,6489346,2021
"VIBRIO",2021,"CT",51,NA,2021
"VIBRIO",2021,"GA",69,21576058,2021
"VIBRIO",2021,"MD",97,12349220,2021
"VIBRIO",2021,"MN",91,11422942,2021
"VIBRIO",2021,"NM",8,4233354,2021
"VIBRIO",2021,"NY",24,8697126,2021
"VIBRIO",2021,"OR",38,8512602,2021
"VIBRIO",2021,"TN",34,13936702,2021
"VIBRIO",2022,"CA",32,7188800,2022
"VIBRIO",2022,"CO",36,6504710,2022
"VIBRIO",2022,"CT",55,NA,2022
"VIBRIO",2022,"GA",78,21825752,2022
"VIBRIO",2022,"MD",108,12329320,2022
"VIBRIO",2022,"MN",91,11434368,2022
"VIBRIO",2022,"NM",6,4226688,2022
"VIBRIO",2022,"NY",31,8656976,2022
"VIBRIO",2022,"OR",31,8480274,2022
"VIBRIO",2022,"TN",30,14102678,2022
"VIBRIO",2023,"CA",17,7188800,2023
"VIBRIO",2023,"CO",86,6504710,2023
"VIBRIO",2023,"CT",45,NA,2023
"VIBRIO",2023,"GA",65,21825752,2023
"VIBRIO",2023,"MD",131,12329320,2023
"VIBRIO",2023,"MN",88,11434368,2023
"VIBRIO",2023,"NM",3,4226688,2023
"VIBRIO",2023,"NY",23,8656976,2023
"VIBRIO",2023,"OR",49,8480274,2023
"VIBRIO",2023,"TN",56,14102678,2023
"YERSINIA",1996,"CA",18,2087032,1996
"YERSINIA",1996,"CT",20,1622809,1996
"YERSINIA",1996,"GA",63,2720443,1996
"YERSINIA",1996,"MN",29,4647723,1996
"YERSINIA",1996,"OR",17,3195087,1996
"YERSINIA",1997,"CA",35,4751094.83333333,1997
"YERSINIA",1997,"CT",15,5721997,1997
"YERSINIA",1997,"GA",43,3632206,1997
"YERSINIA",1997,"MN",31,9375452,1997
"YERSINIA",1997,"OR",15,4864881,1997
"YERSINIA",1998,"CA",33,5203582,1998
"YERSINIA",1998,"CT",22,6545126,1998
"YERSINIA",1998,"GA",57,7488044,1998
"YERSINIA",1998,"MD",14,4882558,1998
"YERSINIA",1998,"MN",35,9452822,1998
"YERSINIA",1998,"NY",5,2210124,1998
"YERSINIA",1998,"OR",15,6564110,1998
"YERSINIA",1999,"CA",17,5257859,1999
"YERSINIA",1999,"CT",13,6564062,1999
"YERSINIA",1999,"GA",59,15576480,1999
"YERSINIA",1999,"MD",9,4901132,1999
"YERSINIA",1999,"MN",37,9551016,1999
